customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0495-ABCDE,Male,0,Yes,Yes,31,Yes,Yes,No,No,No,Yes,Yes,No internet service,No internet service,One year,No,Credit card (automatic),64.35,1907.43,No
0496-ABCDE,Male,1,No,Yes,42,Yes,No phone service,No,No,Yes,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),66.36,2802.96,No
0497-ABCDE,Female,0,Yes,No,32,Yes,No,DSL,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,65.72,2033.91,Yes
0498-ABCDE,Male,1,No,Yes,59,Yes,No,DSL,Yes,No internet service,No internet service,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),21.39,1320.76,No
0499-ABCDE,Female,0,No,Yes,34,No,No phone service,No,No,No,Yes,No,No,No,Two year,No,Mailed check,42.59,1451.96,No
0500-ABCDE,Male,0,Yes,Yes,9,Yes,Yes,DSL,No internet service,No internet service,No,No,No,Yes,Two year,Yes,Electronic check,33.77,305.56,Yes
0501-ABCDE,Male,0,Yes,Yes,11,Yes,No phone service,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,108.42,1241.19,Yes
0502-ABCDE,Male,1,Yes,Yes,10,Yes,No,DSL,No,No,Yes,Yes,No internet service,No,Month-to-month,No,Electronic check,46.05,466.24,Yes
0503-ABCDE,Female,0,Yes,Yes,17,Yes,Yes,No,No,No internet service,No internet service,Yes,No,No internet service,One year,No,Electronic check,32.12,535.27,No
0504-ABCDE,Male,1,Yes,No,68,Yes,No,Fiber optic,No internet service,No,No internet service,No,No internet service,No,Month-to-month,No,Credit card (automatic),30.22,2013.06,No
0505-ABCDE,Male,0,No,Yes,48,Yes,No phone service,No,Yes,No,No internet service,Yes,No internet service,No,One year,No,Mailed check,89.4,4291.88,No
0506-ABCDE,Female,0,No,Yes,52,Yes,Yes,No,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,18.62,1003.74,No
0507-ABCDE,Male,1,Yes,No,25,Yes,No,DSL,No internet service,No,No,Yes,No internet service,No,Month-to-month,No,Mailed check,66.07,1700.43,Yes
0508-ABCDE,Female,0,Yes,No,21,Yes,No,DSL,No,No internet service,Yes,No,No,No internet service,Month-to-month,No,Electronic check,30.12,661.79,Yes
0509-ABCDE,Female,0,Yes,No,65,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No internet service,No,Two year,No,Mailed check,104.67,6512.28,No
0510-ABCDE,Male,0,No,Yes,63,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Mailed check,115.76,7123.92,No
0511-ABCDE,Female,1,Yes,No,51,Yes,Yes,DSL,No,No,No,No,No internet service,Yes,One year,No,Credit card (automatic),115.79,5657.39,No
0512-ABCDE,Male,1,Yes,Yes,36,Yes,No phone service,DSL,No internet service,No,Yes,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),63.08,2327.9,No
0513-ABCDE,Female,0,No,Yes,66,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,No internet service,No,Two year,Yes,Bank transfer (automatic),83.74,5328.33,No
0514-ABCDE,Female,0,No,Yes,15,Yes,No phone service,No,No internet service,Yes,No,Yes,Yes,No internet service,Two year,No,Mailed check,79.17,1140.03,Yes
0515-ABCDE,Male,1,Yes,No,39,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No internet service,One year,Yes,Mailed check,53.7,2107.22,No
0516-ABCDE,Female,0,Yes,No,70,Yes,No phone service,No,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Mailed check,63.29,4391.09,No
0517-ABCDE,Female,0,Yes,No,1,No,No phone service,Fiber optic,Yes,No internet service,No,No,No internet service,No internet service,Two year,No,Mailed check,24.56,25.09,No
0518-ABCDE,Female,1,No,No,23,Yes,No phone service,No,No,No internet service,No,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),99.16,2277.72,No
0519-ABCDE,Female,0,Yes,No,39,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Two year,No,Credit card (automatic),42.56,1647.45,No
0520-ABCDE,Female,0,Yes,Yes,57,Yes,No,Fiber optic,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,64.97,3675.7,No
0521-ABCDE,Male,0,Yes,Yes,34,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,67.02,2363.42,Yes
0522-ABCDE,Female,1,No,Yes,41,Yes,No,No,No internet service,No,Yes,No,No internet service,No internet service,Two year,No,Mailed check,75.19,3050.49,No
0523-ABCDE,Male,1,No,Yes,13,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),101.42,1296.49,Yes
0524-ABCDE,Female,1,Yes,No,70,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,88.57,6099.79,No
0525-ABCDE,Male,0,Yes,No,6,Yes,No,No,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),85.63,498.19,Yes
0526-ABCDE,Male,1,No,Yes,52,No,No,DSL,No internet service,Yes,Yes,No,Yes,No internet service,One year,No,Credit card (automatic),71.73,3864.5,No
0527-ABCDE,Female,1,No,No,3,Yes,No,DSL,No,No internet service,No,No internet service,No internet service,Yes,One year,Yes,Mailed check,27.79,80.42,No
0528-ABCDE,Female,0,No,No,63,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),59.0,3868.88,Yes
0529-ABCDE,Female,1,No,Yes,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,115.65,5544.14,No
0530-ABCDE,Male,0,No,Yes,47,Yes,No phone service,No,No internet service,Yes,Yes,Yes,No,No internet service,One year,No,Mailed check,119.55,5843.28,No
0531-ABCDE,Female,0,No,No,55,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),92.51,5236.02,No
0532-ABCDE,Male,0,No,No,64,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),41.21,2659.06,No
0533-ABCDE,Male,0,No,Yes,65,Yes,No,No,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,28.39,1876.62,Yes
0534-ABCDE,Male,0,No,Yes,67,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No,No,Month-to-month,Yes,Mailed check,60.31,3970.4,No
0535-ABCDE,Female,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,No,Month-to-month,No,Credit card (automatic),105.37,1592.28,Yes
0536-ABCDE,Female,0,Yes,No,32,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No internet service,One year,No,Mailed check,91.63,2871.29,No
0537-ABCDE,Male,0,Yes,Yes,68,Yes,No phone service,No,Yes,No,No internet service,Yes,No,Yes,Two year,No,Electronic check,108.16,7283.0,No
0538-ABCDE,Male,0,No,Yes,18,Yes,Yes,DSL,Yes,No internet service,No,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),80.81,1493.08,Yes
0539-ABCDE,Female,0,Yes,No,43,Yes,No phone service,No,No internet service,No,No,No,No internet service,No,One year,No,Credit card (automatic),31.29,1311.02,No
0540-ABCDE,Male,0,No,No,35,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,No internet service,Yes,Two year,No,Electronic check,29.71,1075.08,No
0541-ABCDE,Female,0,No,No,58,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,Yes,No internet service,Two year,Yes,Mailed check,22.9,1311.71,No
0542-ABCDE,Male,0,Yes,No,33,Yes,No,No,Yes,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,75.84,2510.77,Yes
0543-ABCDE,Female,0,No,No,14,Yes,Yes,No,No,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),42.77,625.24,Yes
0544-ABCDE,Male,1,Yes,Yes,34,No,Yes,No,No,No internet service,No internet service,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),92.91,3216.2,No
0545-ABCDE,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,88.0,5446.16,Yes
0546-ABCDE,Male,0,Yes,No,4,Yes,No phone service,DSL,No,No internet service,Yes,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),50.45,206.07,Yes
0547-ABCDE,Female,0,No,No,59,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),36.03,2214.65,No
0548-ABCDE,Female,1,Yes,No,29,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,No,No,Two year,Yes,Electronic check,28.44,804.02,No
0549-ABCDE,Male,0,No,No,6,Yes,Yes,No,No internet service,Yes,Yes,No,Yes,No internet service,Two year,No,Electronic check,93.21,565.59,Yes
0550-ABCDE,Male,1,Yes,No,49,Yes,No,DSL,Yes,Yes,No internet service,No internet service,Yes,No,Two year,Yes,Credit card (automatic),63.94,3101.85,No
0551-ABCDE,Female,0,Yes,Yes,40,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),51.0,1940.42,No
0552-ABCDE,Male,1,Yes,Yes,65,Yes,No,No,No internet service,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),105.38,6593.04,Yes
0553-ABCDE,Female,0,No,Yes,69,Yes,Yes,Fiber optic,No,No,No,No,No,No internet service,One year,Yes,Credit card (automatic),78.55,5325.1,No
0554-ABCDE,Male,1,No,Yes,27,No,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.84,1925.11,No
0555-ABCDE,Female,0,No,No,6,Yes,No,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,One year,Yes,Mailed check,93.82,584.39,Yes
0556-ABCDE,Female,0,Yes,Yes,13,Yes,No phone service,No,No internet service,Yes,No internet service,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),101.19,1353.77,No
0557-ABCDE,Female,0,Yes,No,64,Yes,No phone service,DSL,No,Yes,No,Yes,No,No internet service,One year,Yes,Credit card (automatic),87.98,5660.75,No
0558-ABCDE,Female,0,No,No,62,Yes,No,Fiber optic,Yes,No,No,Yes,No,No internet service,Two year,Yes,Credit card (automatic),62.88,3732.43,No
0559-ABCDE,Female,0,No,No,19,Yes,No,No,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),56.69,1054.05,No
0560-ABCDE,Female,1,No,Yes,43,Yes,No phone service,No,Yes,No internet service,No internet service,No,Yes,No internet service,Two year,No,Electronic check,96.71,4103.1,No
0561-ABCDE,Male,1,No,No,20,Yes,No phone service,DSL,No,No,No internet service,No,No internet service,No,One year,No,Bank transfer (automatic),70.83,1433.84,No
0562-ABCDE,Male,0,No,Yes,68,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),89.85,5843.98,No
0563-ABCDE,Male,0,No,Yes,44,Yes,Yes,No,No internet service,Yes,No,No internet service,No internet service,No,Two year,No,Electronic check,108.82,4802.54,No
0564-ABCDE,Female,0,Yes,No,23,Yes,Yes,DSL,No internet service,No,No internet service,Yes,No internet service,No,Two year,No,Mailed check,111.42,2665.54,Yes
0565-ABCDE,Female,0,No,No,2,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,46.33,94.56,Yes
0566-ABCDE,Female,0,Yes,No,22,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),37.16,841.81,Yes
0567-ABCDE,Female,0,Yes,Yes,57,Yes,No phone service,DSL,Yes,Yes,No internet service,No internet service,Yes,Yes,One year,No,Electronic check,44.65,2591.29,No
0568-ABCDE,Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,One year,No,Credit card (automatic),94.64,6614.15,No
0569-ABCDE,Male,0,No,Yes,7,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),55.75,375.05,Yes
0570-ABCDE,Female,0,Yes,No,56,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),35.69,2064.49,No
0571-ABCDE,Male,0,No,No,67,Yes,No,No,No,No internet service,No,No internet service,No,Yes,Two year,No,Bank transfer (automatic),28.04,1915.41,No
0572-ABCDE,Male,0,No,Yes,16,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No internet service,No,Two year,Yes,Mailed check,51.39,828.41,No
0573-ABCDE,Female,0,Yes,Yes,51,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),31.89,1575.86,No
0574-ABCDE,Male,1,Yes,Yes,72,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No,Yes,One year,No,Bank transfer (automatic),33.95,2469.66,No
0575-ABCDE,Female,0,Yes,Yes,12,Yes,No,No,No,No internet service,No internet service,Yes,No internet service,Yes,One year,No,Credit card (automatic),87.76,1003.76,Yes
0576-ABCDE,Male,0,No,Yes,53,No,No,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No,One year,No,Mailed check,20.01,1020.11,No
0577-ABCDE,Female,0,Yes,Yes,5,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),29.99,147.13,No
0578-ABCDE,Female,0,No,No,27,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,104.13,2795.69,Yes
0579-ABCDE,Female,1,Yes,No,12,Yes,No,No,No internet service,No internet service,No,Yes,No internet service,Yes,One year,Yes,Mailed check,104.18,1202.72,Yes
0580-ABCDE,Female,0,Yes,Yes,17,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,51.58,843.53,No
0581-ABCDE,Male,0,Yes,No,6,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),26.97,165.48,No
0582-ABCDE,Female,0,No,Yes,5,No,No,No,No internet service,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,89.91,452.68,Yes
0583-ABCDE,Female,1,No,No,57,Yes,No,No,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,54.73,3130.14,No
0584-ABCDE,Female,1,Yes,No,28,Yes,No,No,No,Yes,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),22.64,630.9,Yes
0585-ABCDE,Male,0,Yes,Yes,69,Yes,No phone service,No,No internet service,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),34.1,2465.03,No
0586-ABCDE,Female,0,Yes,Yes,59,Yes,No,No,Yes,No internet service,No internet service,No internet service,No,Yes,One year,No,Bank transfer (automatic),32.0,1803.0,No
0587-ABCDE,Male,0,No,Yes,33,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),78.09,2494.67,Yes
0588-ABCDE,Female,1,Yes,No,62,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,Yes,Two year,Yes,Mailed check,109.61,6896.06,No
0589-ABCDE,Male,0,No,Yes,50,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),98.89,4764.7,No
0590-ABCDE,Male,1,Yes,No,19,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,Yes,No,Two year,Yes,Electronic check,73.74,1413.58,Yes
0591-ABCDE,Female,0,Yes,Yes,69,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),61.06,4241.69,Yes
0592-ABCDE,Male,0,Yes,No,66,Yes,No,DSL,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),81.11,5605.4,Yes
0593-ABCDE,Female,0,Yes,No,47,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),63.27,3087.7,Yes
0594-ABCDE,Female,0,Yes,Yes,39,Yes,No phone service,No,Yes,Yes,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),43.1,1755.79,Yes
0595-ABCDE,Female,0,Yes,No,68,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,Yes,One year,No,Mailed check,87.28,5705.71,No
0596-ABCDE,Male,0,No,No,33,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Two year,Yes,Mailed check,107.07,3663.39,No
0597-ABCDE,Male,0,Yes,Yes,13,Yes,No,No,Yes,No internet service,Yes,Yes,No,No internet service,One year,Yes,Mailed check,56.03,701.37,Yes
0598-ABCDE,Female,0,No,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,103.84,5681.9,Yes
0599-ABCDE,Female,0,Yes,Yes,7,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No internet service,No,Two year,Yes,Credit card (automatic),61.97,443.34,No
0600-ABCDE,Male,0,Yes,Yes,14,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,No,Electronic check,58.94,797.17,Yes
0601-ABCDE,Female,1,No,Yes,19,Yes,Yes,DSL,No,No,No internet service,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),20.89,402.18,No
0602-ABCDE,Female,1,Yes,Yes,54,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),88.92,4586.79,No
0603-ABCDE,Female,1,No,No,20,Yes,No phone service,No,Yes,No,Yes,No,No internet service,No internet service,One year,No,Mailed check,100.37,1965.9,No
0604-ABCDE,Male,1,No,No,29,Yes,No,No,No internet service,No internet service,Yes,Yes,Yes,No internet service,Two year,No,Credit card (automatic),85.68,2589.37,No
0605-ABCDE,Male,0,Yes,No,24,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,Two year,Yes,Electronic check,33.44,776.21,No
0606-ABCDE,Male,0,No,Yes,63,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,28.54,1719.85,Yes
0607-ABCDE,Female,0,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),76.43,4331.97,No
0608-ABCDE,Female,0,Yes,No,8,Yes,Yes,No,Yes,Yes,No internet service,No internet service,Yes,No,Two year,No,Mailed check,58.95,488.14,No
0609-ABCDE,Female,0,No,Yes,62,Yes,Yes,No,No,No internet service,No internet service,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),61.77,3667.62,No
0610-ABCDE,Male,1,Yes,Yes,29,Yes,No,DSL,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),116.72,3335.98,Yes
0611-ABCDE,Female,0,Yes,No,17,Yes,Yes,DSL,No internet service,Yes,Yes,No,No,No,One year,Yes,Electronic check,91.84,1623.7,No
0612-ABCDE,Female,0,Yes,Yes,66,Yes,No phone service,DSL,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),60.0,3808.79,No
0613-ABCDE,Female,0,Yes,Yes,6,Yes,Yes,No,No,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,19.95,117.43,Yes
0614-ABCDE,Female,0,No,Yes,58,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No,No,Two year,No,Bank transfer (automatic),21.48,1280.53,No
0615-ABCDE,Male,0,Yes,Yes,69,Yes,No,Fiber optic,No,No,No,No,No internet service,No,One year,No,Mailed check,87.85,6087.84,No
0616-ABCDE,Male,0,Yes,No,28,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,No,Two year,Yes,Mailed check,103.45,2992.86,Yes
0617-ABCDE,Female,1,No,Yes,62,Yes,No phone service,No,No,No,No internet service,No,No internet service,No,Two year,Yes,Credit card (automatic),90.19,5374.59,No
0618-ABCDE,Male,0,Yes,Yes,41,Yes,No,DSL,No internet service,No,Yes,Yes,Yes,No internet service,Two year,No,Credit card (automatic),59.4,2537.82,No
0619-ABCDE,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Credit card (automatic),21.18,1524.98,No
0620-ABCDE,Female,1,No,Yes,41,Yes,No,No,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),116.67,4618.59,No
0621-ABCDE,Female,1,No,Yes,49,No,No phone service,DSL,No,No,No internet service,No internet service,No internet service,No,One year,No,Bank transfer (automatic),118.61,5540.98,No
0622-ABCDE,Male,1,No,Yes,49,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),74.04,3805.67,No
0623-ABCDE,Female,1,No,Yes,71,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,25.21,1786.73,No
0624-ABCDE,Male,0,No,Yes,3,Yes,No,No,No internet service,No,No,No,No,Yes,One year,Yes,Mailed check,73.18,221.12,No
0625-ABCDE,Female,0,No,No,10,Yes,No,DSL,Yes,No internet service,No internet service,Yes,No internet service,No,One year,No,Mailed check,109.02,1102.84,Yes
0626-ABCDE,Male,0,No,Yes,35,Yes,No phone service,No,No,No,No,No internet service,Yes,No,Two year,No,Bank transfer (automatic),87.36,3146.17,Yes
0627-ABCDE,Female,0,Yes,No,2,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,91.44,188.59,Yes
0628-ABCDE,Male,0,No,Yes,24,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,Two year,No,Mailed check,26.67,620.49,No
0629-ABCDE,Male,0,No,Yes,38,Yes,No,No,No,Yes,Yes,No internet service,No,Yes,One year,No,Mailed check,28.86,1067.8,No
0630-ABCDE,Male,0,No,Yes,22,Yes,Yes,No,Yes,No internet service,No,No,Yes,No,Month-to-month,No,Mailed check,30.99,707.47,Yes
0631-ABCDE,Female,0,Yes,Yes,26,Yes,No,No,No internet service,No,No internet service,No,Yes,No,Two year,No,Credit card (automatic),110.25,2958.09,No
0632-ABCDE,Male,0,Yes,No,43,Yes,No phone service,DSL,No,No,No internet service,No,Yes,No internet service,One year,No,Bank transfer (automatic),71.64,3116.75,No
0633-ABCDE,Male,0,No,Yes,55,No,No,DSL,No internet service,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),98.74,5699.36,No
0634-ABCDE,Female,0,No,Yes,39,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No,Two year,Yes,Credit card (automatic),29.76,1187.94,No
0635-ABCDE,Female,0,No,No,29,Yes,Yes,No,No internet service,No,No internet service,No,No,Yes,Two year,No,Electronic check,112.62,3173.17,Yes
0636-ABCDE,Male,1,Yes,No,20,Yes,No phone service,No,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),101.76,2105.75,Yes
0637-ABCDE,Male,0,Yes,Yes,41,Yes,Yes,DSL,No,No internet service,No internet service,No,Yes,Yes,One year,Yes,Electronic check,40.93,1663.82,No
0638-ABCDE,Female,0,No,No,54,Yes,No,DSL,No,Yes,Yes,No,No internet service,No internet service,One year,Yes,Credit card (automatic),107.17,5518.74,Yes
0639-ABCDE,Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Mailed check,44.87,881.37,No
0640-ABCDE,Female,1,No,No,19,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),38.94,759.36,No
0641-ABCDE,Female,0,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),44.95,3103.23,Yes
0642-ABCDE,Female,0,Yes,Yes,30,Yes,Yes,No,No internet service,No,Yes,No,No internet service,No,Two year,No,Electronic check,110.82,3250.17,Yes
0643-ABCDE,Male,0,No,Yes,53,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No,No,One year,No,Bank transfer (automatic),111.39,5754.02,No
0644-ABCDE,Female,0,No,No,34,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,51.56,1764.19,No
0645-ABCDE,Male,1,No,Yes,22,Yes,Yes,DSL,No,No,Yes,No internet service,No internet service,Yes,Two year,No,Mailed check,89.95,2040.58,Yes
0646-ABCDE,Male,0,No,No,67,Yes,No,No,No internet service,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),86.93,5967.89,Yes
0647-ABCDE,Male,0,Yes,Yes,6,Yes,No phone service,DSL,No,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),100.27,605.23,Yes
0648-ABCDE,Female,1,Yes,Yes,27,Yes,No phone service,DSL,Yes,No,No internet service,No,No,Yes,One year,No,Mailed check,48.24,1319.59,No
0649-ABCDE,Male,1,Yes,No,10,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,One year,No,Credit card (automatic),70.03,682.24,Yes
0650-ABCDE,Male,0,No,Yes,48,No,No phone service,DSL,No internet service,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),86.1,4104.93,No
0651-ABCDE,Female,1,Yes,No,70,Yes,No,DSL,No internet service,No,No internet service,Yes,No,No internet service,Two year,No,Electronic check,20.68,1412.19,No
0652-ABCDE,Male,0,No,No,59,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,56.43,3457.36,No
0653-ABCDE,Male,0,Yes,Yes,59,Yes,No phone service,No,No internet service,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,88.98,5046.42,Yes
0654-ABCDE,Female,0,No,No,2,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,43.76,89.09,Yes
0655-ABCDE,Male,0,No,Yes,29,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Yes,Two year,Yes,Mailed check,115.69,3274.58,No
0656-ABCDE,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,21.08,1429.94,No
0657-ABCDE,Male,1,No,No,65,Yes,No phone service,No,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,No,Mailed check,115.72,7370.92,No
0658-ABCDE,Female,1,No,Yes,26,Yes,No phone service,No,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,40.11,1024.43,Yes
0659-ABCDE,Female,0,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No,Yes,No,One year,Yes,Bank transfer (automatic),22.98,224.29,No
0660-ABCDE,Female,1,No,Yes,53,No,No phone service,No,No internet service,No internet service,Yes,Yes,No internet service,Yes,One year,Yes,Mailed check,47.83,2599.07,No
0661-ABCDE,Male,0,No,Yes,59,Yes,No,No,No internet service,Yes,No,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),98.2,5716.0,No
